Genome ID,Collection Year,Isolation Country,Host Name,Host Common Name,Host Group,Country Code
485_16486,2017,Australia,Human,,,AUS
485_15482,2012,USA,Human,,,USA
485_175,2010,USA,Human,Human,Human,USA
485_16743,2017,Australia,Human,,,AUS
485_4811,2015,Japan,Human,Human,Human,JPN
485_16578,2017,Australia,Human,,,AUS
485_15006,2017,Australia,Human,,,AUS
485_3966,2013,USA,Human,Human,Human,USA
485_496,2014,Canada,Human,Human,Human,CAN
485_5157,2013,Denmark,Human,Human,Human,DNK
485_258,2010,USA,Human,Human,Human,USA
485_3898,2014,USA,Human,Human,Human,USA
485_13403,2017,Australia,Human,,,AUS
485_4317,2012,USA,Human,Human,Human,USA
485_8437,2014,United Kingdom,Human,Human,Human,GBR
485_4787,2015,Japan,Human,Human,Human,JPN
485_7105,2015,New Zealand,Human,Human,Human,NZL
485_14889,2017,Australia,Human,,,AUS
485_9367,2015,United Kingdom,Human,Human,Human,GBR
485_5005,2013,Italy,Human,Human,Human,ITA
485_5600,2013,Spain,Human,Human,Human,ESP
485_236,2010,USA,Human,Human,Human,USA
485_13279,2017,Australia,Human,,,AUS
485_14436,2017,Australia,Human,,,AUS
485_17753,2001,Japan,Human,,,JPN
485_60,2010,USA,Human,Human,Human,USA
485_8746,2014,United Kingdom,Human,Human,Human,GBR
485_14321,2017,Australia,Human,,,AUS
485_8519,2015,United Kingdom,Human,Human,Human,GBR
485_4044,2013,USA,Human,Human,Human,USA
485_5002,2013,Spain,Human,Human,Human,ESP
485_4845,2015,Japan,Human,Human,Human,JPN
485_9173,2016,United Kingdom,Human,Human,Human,GBR
485_16546,2017,Australia,Human,,,AUS
485_9695,2012,Australia,Human,Human,Human,AUS
485_8572,2013,United Kingdom,Human,Human,Human,GBR
485_9648,2006,Australia,Human,Human,Human,AUS
485_8821,2016,United Kingdom,Human,Human,Human,GBR
485_14327,2017,Australia,Human,,,AUS
485_9469,2015,United Kingdom,Human,Human,Human,GBR
485_799,2011,Canada,Human,Human,Human,CAN
485_15570,2017,Australia,Human,,,AUS
485_14996,2017,Australia,Human,,,AUS
485_17597,2017,Australia,Human,,,AUS
485_13077,2017,Australia,Human,,,AUS
485_9689,2010,Australia,Human,Human,Human,AUS
485_13216,2017,Australia,Human,,,AUS
485_14032,2017,Australia,Human,,,AUS
485_588,2013,Canada,Human,Human,Human,CAN
485_9541,2015,Japan,Human,Human,Human,JPN
485_3843,2015,USA,Human,Human,Human,USA
485_3907,2013,USA,Human,Human,Human,USA
485_3917,2013,USA,Human,Human,Human,USA
485_17450,2017,Australia,Human,,,AUS
485_13413,2017,Australia,Human,,,AUS
485_8816,2016,United Kingdom,Human,Human,Human,GBR
485_231,2010,USA,Human,Human,Human,USA
485_8387,2015,United Kingdom,Human,Human,Human,GBR
485_13944,2017,Australia,Human,,,AUS
485_8929,2014,United Kingdom,Human,Human,Human,GBR
485_733,2007,Canada,Human,Human,Human,CAN
485_3807,2013,USA,Human,Human,Human,USA
485_13910,2017,Australia,Human,,,AUS
485_16417,2017,Australia,Human,,,AUS
485_9776,2016,Ireland,Human,Human,Human,IRL
485_13151,2017,Australia,Human,,,AUS
485_17549,2017,Australia,Human,,,AUS
485_3331,2009,Japan,Human,Human,Human,JPN
485_14407,2017,Australia,Human,,,AUS
485_4179,2012,USA,Human,Human,Human,USA
485_3985,2013,USA,Human,Human,Human,USA
485_13885,2017,Australia,Human,,,AUS
485_4919,2015,Japan,Human,Human,Human,JPN
485_5327,2013,United Kingdom,Human,Human,Human,GBR
485_15055,2017,Australia,Human,,,AUS
485_6954,2015,New Zealand,Human,Human,Human,NZL
485_14808,2017,Australia,Human,,,AUS
485_9211,2015,United Kingdom,Human,Human,Human,GBR
485_5506,2013,Portugal,Human,Human,Human,PRT
485_9004,2014,United Kingdom,Human,Human,Human,GBR
485_13455,2017,Australia,Human,,,AUS
485_5303,2013,Denmark,Human,Human,Human,DNK
485_9131,2016,United Kingdom,Human,Human,Human,GBR
485_13000,2017,Australia,Human,,,AUS
485_13883,2017,Australia,Human,,,AUS
485_6750,2015,New Zealand,Human,Human,Human,NZL
485_14257,2017,Australia,Human,,,AUS
485_13928,2017,Australia,Human,,,AUS
485_13146,2017,Australia,Human,,,AUS
485_17671,2017,Australia,Human,,,AUS
485_4798,2015,Japan,Human,Human,Human,JPN
485_5585,2013,Spain,Human,Human,Human,ESP
485_13215,2017,Australia,Human,,,AUS
485_16577,2017,Australia,Human,,,AUS
485_5116,2013,Greece,Human,Human,Human,GRC
485_12888,2017,Australia,Human,,,AUS
485_9012,2013,United Kingdom,Human,Human,Human,GBR
485_15575,2017,Australia,Human,,,AUS
485_13315,2017,Australia,Human,,,AUS
485_9712,2013,Australia,Human,Human,Human,AUS
485_4216,2013,USA,Human,Human,Human,USA
485_5084,2013,Greece,Human,Human,Human,GRC
485_14072,2017,Australia,Human,,,AUS
485_13038,2017,Australia,Human,,,AUS
485_14027,2017,Australia,Human,,,AUS
485_7049,2015,New Zealand,Human,Human,Human,NZL
485_13131,2017,Australia,Human,,,AUS
485_14990,2017,Australia,Human,,,AUS
485_118,2009,USA,Human,Human,Human,USA
485_6773,2015,New Zealand,Human,Human,Human,NZL
485_17873,2010,Belarus,Human,,,BLR
485_14400,2017,Australia,Human,,,AUS
485_14441,2017,Australia,Human,,,AUS
485_14363,2017,Australia,Human,,,AUS
485_17589,2017,Australia,Human,,,AUS
485_9369,2015,United Kingdom,Human,Human,Human,GBR
485_17624,2017,Australia,Human,,,AUS
485_13020,2017,Australia,Human,,,AUS
485_13890,2017,Australia,Human,,,AUS
485_4013,2013,USA,Human,Human,Human,USA
485_13091,2017,Australia,Human,,,AUS
485_9187,2014,United Kingdom,Human,Human,Human,GBR
485_13171,2017,Australia,Human,,,AUS
485_204,2010,USA,Human,Human,Human,USA
485_13303,2017,Australia,Human,,,AUS
485_5410,2013,United Kingdom,Human,Human,Human,GBR
485_9765,2015,Ireland,Human,Human,Human,IRL
485_13599,2017,Australia,Human,,,AUS
485_8948,2016,United Kingdom,Human,Human,Human,GBR
485_4904,2015,Japan,Human,Human,Human,JPN
485_253,2009,USA,Human,Human,Human,USA
485_5571,2013,Spain,Human,Human,Human,ESP
485_4131,2013,USA,Human,Human,Human,USA
485_8970,2014,United Kingdom,Human,Human,Human,GBR
485_4432,2012,USA,Human,Human,Human,USA
485_13437,2017,Australia,Human,,,AUS
485_16489,2017,Australia,Human,,,AUS
485_74,2010,USA,Human,Human,Human,USA
485_16768,2017,Australia,Human,,,AUS
485_13441,2017,Australia,Human,,,AUS
485_9189,2015,United Kingdom,Human,Human,Human,GBR
485_17857,2000,Japan,Human,,,JPN
485_9102,2014,United Kingdom,Human,Human,Human,GBR
485_736,2007,Canada,Human,Human,Human,CAN
485_14924,2017,Australia,Human,,,AUS
485_13916,2017,Australia,Human,,,AUS
485_15540,2017,Australia,Human,,,AUS
485_13042,2017,Australia,Human,,,AUS
485_13557,2017,Australia,Human,,,AUS
485_17492,2017,Australia,Human,,,AUS
485_4352,2012,USA,Human,Human,Human,USA
485_8654,2014,United Kingdom,Human,Human,Human,GBR
485_8354,2013,United Kingdom,Human,Human,Human,GBR
485_14122,2017,Australia,Human,,,AUS
485_53,2010,USA,Human,Human,Human,USA
485_15476,2013,USA,Human,,,USA
485_4994,2013,Spain,Human,Human,Human,ESP
485_8956,2016,United Kingdom,Human,Human,Human,GBR
485_13291,2017,Australia,Human,,,AUS
485_13481,2017,Australia,Human,,,AUS
485_9662,2008,Australia,Human,Human,Human,AUS
485_553,2010,Canada,Human,Human,Human,CAN
485_13364,2017,Australia,Human,,,AUS
485_148,2009,USA,Human,Human,Human,USA
485_13055,2017,Australia,Human,,,AUS
485_9745,2014,Australia,Human,Human,Human,AUS
485_17489,2017,Australia,Human,,,AUS
485_9146,2014,United Kingdom,Human,Human,Human,GBR
485_14143,2017,Australia,Human,,,AUS
485_13880,2017,Australia,Human,,,AUS
485_15034,2017,Australia,Human,,,AUS
485_8576,2013,United Kingdom,Human,Human,Human,GBR
485_14071,2017,Australia,Human,,,AUS
485_8334,2013,United Kingdom,Human,Human,Human,GBR
485_4329,2012,USA,Human,Human,Human,USA
485_14459,2017,Australia,Human,,,AUS
485_13581,2017,Australia,Human,,,AUS
485_13479,2017,Australia,Human,,,AUS
485_8556,2015,United Kingdom,Human,Human,Human,GBR
485_86,2009,USA,Human,Human,Human,USA
485_14240,2017,Australia,Human,,,AUS
485_13619,2017,Australia,Human,,,AUS
485_63,2010,USA,Human,Human,Human,USA
485_8476,2015,United Kingdom,Human,Human,Human,GBR
485_8575,2014,United Kingdom,Human,Human,Human,GBR
485_14264,2017,Australia,Human,,,AUS
485_15460,2012,USA,Human,,,USA
485_14934,2017,Australia,Human,,,AUS
485_14532,2017,Australia,Human,,,AUS
485_14886,2017,Australia,Human,,,AUS
485_13932,2017,Australia,Human,,,AUS
485_4046,2012,USA,Human,Human,Human,USA
485_4132,2013,USA,Human,Human,Human,USA
485_15549,2017,Australia,Human,,,AUS
485_17512,2017,Australia,Human,,,AUS
485_14078,2017,Australia,Human,,,AUS
485_14236,2017,Australia,Human,,,AUS
485_14897,2017,Australia,Human,,,AUS
485_3977,2014,USA,Human,Human,Human,USA
485_3973,2013,USA,Human,Human,Human,USA
485_17611,2017,Australia,Human,,,AUS
485_75,2010,USA,Human,Human,Human,USA
485_14294,2017,Australia,Human,,,AUS
485_14031,2017,Australia,Human,,,AUS
485_17495,2017,Australia,Human,,,AUS
485_8912,2015,United Kingdom,Human,Human,Human,GBR
485_13568,2017,Australia,Human,,,AUS
485_13214,2017,Australia,Human,,,AUS
485_4448,2013,USA,Human,Human,Human,USA
485_14982,2017,Australia,Human,,,AUS
485_9761,2015,Ireland,Human,Human,Human,IRL
485_4286,2013,USA,Human,Human,Human,USA
485_4762,2015,Japan,Human,Human,Human,JPN
485_8650,2014,United Kingdom,Human,Human,Human,GBR
485_3828,2011,USA,Human,Human,Human,USA
485_15049,2017,Australia,Human,,,AUS
485_4188,2012,USA,Human,Human,Human,USA
485_5613,2013,Spain,Human,Human,Human,ESP
485_8696,2013,United Kingdom,Human,Human,Human,GBR
485_9176,2016,United Kingdom,Human,Human,Human,GBR
485_7857,2015,New Zealand,Human,Human,Human,NZL
485_13996,2017,Australia,Human,,,AUS
485_13889,2017,Australia,Human,,,AUS
485_6777,2015,New Zealand,Human,Human,Human,NZL
485_16680,2017,Australia,Human,,,AUS
485_4087,2013,USA,Human,Human,Human,USA
485_8542,2014,United Kingdom,Human,Human,Human,GBR
485_5503,2013,Portugal,Human,Human,Human,PRT
485_16868,2017,Australia,Human,,,AUS
485_14896,2017,Australia,Human,,,AUS
485_12979,2017,Australia,Human,,,AUS
485_16547,2017,Australia,Human,,,AUS
485_13538,2017,Australia,Human,,,AUS
485_13949,2017,Australia,Human,,,AUS
485_13246,2017,Australia,Human,,,AUS
485_14336,2017,Australia,Human,,,AUS
485_4501,2012,USA,Human,Human,Human,USA
485_13553,2017,Australia,Human,,,AUS
485_797,2011,Canada,Human,Human,Human,CAN
485_792,2010,Canada,Human,Human,Human,CAN
485_551,2010,Canada,Human,Human,Human,CAN
485_13133,2017,Australia,Human,,,AUS
485_17900,2015,United Kingdom,Human,,,GBR
485_6793,2015,New Zealand,Human,Human,Human,NZL
485_3986,2015,USA,Human,Human,Human,USA
485_12935,2017,Australia,Human,,,AUS
485_14059,2017,Australia,Human,,,AUS
485_5494,2013,Portugal,Human,Human,Human,PRT
485_6780,2015,New Zealand,Human,Human,Human,NZL
485_9462,2016,United Kingdom,Human,Human,Human,GBR
485_14536,2017,Australia,Human,,,AUS
485_8481,2014,United Kingdom,Human,Human,Human,GBR
485_9622,2015,Japan,Human,Human,Human,JPN
485_13716,2017,Australia,Human,,,AUS
485_13121,2017,Australia,Human,,,AUS
485_5542,2013,Portugal,Human,Human,Human,PRT
485_5293,2013,Sweden,Human,Human,Human,SWE
485_14816,2017,Australia,Human,,,AUS
485_6972,2015,New Zealand,Human,Human,Human,NZL
485_5182,2013,Sweden,Human,Human,Human,SWE
485_7109,2015,New Zealand,Human,Human,Human,NZL
485_9370,2015,United Kingdom,Human,Human,Human,GBR
485_17860,2009,Norway,Human,,,NOR
485_9752,2016,Ireland,Human,Human,Human,IRL
485_12928,2017,Australia,Human,,,AUS
485_13743,2017,Australia,Human,,,AUS
485_14460,2017,Australia,Human,,,AUS
485_13957,2017,Australia,Human,,,AUS
485_14269,2017,Australia,Human,,,AUS
485_594,2014,Canada,Human,Human,Human,CAN
485_13542,2017,Australia,Human,,,AUS
485_5328,2013,United Kingdom,Human,Human,Human,GBR
485_4184,2012,USA,Human,Human,Human,USA
485_7747,2015,New Zealand,Human,Human,Human,NZL
485_13677,2017,Australia,Human,,,AUS
485_13410,2017,Australia,Human,,,AUS
485_5429,2013,Malta,Human,Human,Human,MLT
485_13434,2017,Australia,Human,,,AUS
485_5511,2013,Portugal,Human,Human,Human,PRT
485_5018,2013,Spain,Human,Human,Human,ESP
485_14382,2017,Australia,Human,,,AUS
485_5170,2013,Sweden,Human,Human,Human,SWE
485_5035,2013,Netherlands,Human,Human,Human,NLD
485_14863,2017,Australia,Human,,,AUS
485_842,2012,Canada,Human,Human,Human,CAN
485_5616,2013,France,Human,Human,Human,FRA
485_3672,2012,USA,Human,Human,Human,USA
485_13984,2017,Australia,Human,,,AUS
485_12974,2017,Australia,Human,,,AUS
485_15021,2017,Australia,Human,,,AUS
485_4088,2013,USA,Human,Human,Human,USA
485_9041,2013,United Kingdom,Human,Human,Human,GBR
485_14276,2017,Australia,Human,,,AUS
485_179,2009,USA,Human,Human,Human,USA
485_153,2009,USA,Human,Human,Human,USA
485_274,2010,USA,Human,Human,Human,USA
485_8625,2015,United Kingdom,Human,Human,Human,GBR
485_17813,2014,Brazil,Human,,,BRA
485_14295,2017,Australia,Human,,,AUS
485_9595,2015,Japan,Human,Human,Human,JPN
485_14192,2017,Australia,Human,,,AUS
485_17505,2017,Australia,Human,,,AUS
485_5173,2013,Sweden,Human,Human,Human,SWE
485_17618,2017,Australia,Human,,,AUS
485_17758,2001,Japan,Human,,,JPN
485_14487,2017,Australia,Human,,,AUS
485_17540,2017,Australia,Human,,,AUS
485_9538,2015,Japan,Human,Human,Human,JPN
485_7083,2015,New Zealand,Human,Human,Human,NZL
485_13843,2017,Australia,Human,,,AUS
485_9623,2015,Japan,Human,Human,Human,JPN
485_13579,2017,Australia,Human,,,AUS
485_4422,2012,USA,Human,Human,Human,USA
485_3787,2013,USA,Human,Human,Human,USA
485_14862,2017,Australia,Human,,,AUS
485_17027,2017,Australia,Human,,,AUS
485_13276,2017,Australia,Human,,,AUS
485_15607,2017,Australia,Human,,,AUS
485_6782,2015,New Zealand,Human,Human,Human,NZL
485_14517,2017,Australia,Human,,,AUS
485_14443,2017,Australia,Human,,,AUS
485_12949,2017,Australia,Human,,,AUS
485_17600,2017,Australia,Human,,,AUS
485_4856,2015,Japan,Human,Human,Human,JPN
485_14222,2017,Australia,Human,,,AUS
485_3627,2014,USA,Human,Human,Human,USA
485_13483,2017,Australia,Human,,,AUS
485_4484,2013,USA,Human,Human,Human,USA
485_16436,2017,Australia,Human,,,AUS
485_16696,2017,Australia,Human,,,AUS
485_373,2010,Canada,Human,Human,Human,CAN
485_4817,2015,Japan,Human,Human,Human,JPN
485_17557,2017,Australia,Human,,,AUS
485_5177,2013,Sweden,Human,Human,Human,SWE
485_14534,2017,Australia,Human,,,AUS
485_17875,2011,Belarus,Human,,,BLR
485_9014,2016,United Kingdom,Human,Human,Human,GBR
485_16634,2017,Australia,Human,,,AUS
485_14960,2017,Australia,Human,,,AUS
485_15603,2017,Australia,Human,,,AUS
485_808,2010,Canada,Human,Human,Human,CAN
485_14502,2017,Australia,Human,,,AUS
485_4228,2013,USA,Human,Human,Human,USA
485_13359,2017,Australia,Human,,,AUS
485_9352,2014,United Kingdom,Human,Human,Human,GBR
485_17520,2017,Australia,Human,,,AUS
485_9073,2013,United Kingdom,Human,Human,Human,GBR
485_9071,2013,United Kingdom,Human,Human,Human,GBR
485_13966,2017,Australia,Human,,,AUS
485_4276,2012,USA,Human,Human,Human,USA
485_9617,2011,Japan,Human,Human,Human,JPN
485_7003,2015,New Zealand,Human,Human,Human,NZL
485_4851,2015,Japan,Human,Human,Human,JPN
485_77,2010,USA,Human,Human,Human,USA
485_4879,2015,Japan,Human,Human,Human,JPN
485_8867,2014,United Kingdom,Human,Human,Human,GBR
485_340,2006,Canada,Human,Human,Human,CAN
485_280,2010,USA,Human,Human,Human,USA
485_12887,2017,Australia,Human,,,AUS
485_8338,2013,United Kingdom,Human,Human,Human,GBR
485_15618,2017,Australia,Human,,,AUS
485_13729,2017,Australia,Human,,,AUS
485_17451,2017,Australia,Human,,,AUS
485_787,2010,Canada,Human,Human,Human,CAN
485_8894,2015,United Kingdom,Human,Human,Human,GBR
485_14969,2017,Australia,Human,,,AUS
485_6966,2015,New Zealand,Human,Human,Human,NZL
485_17574,2017,Australia,Human,,,AUS
485_13594,2017,Australia,Human,,,AUS
485_4462,2012,USA,Human,Human,Human,USA
485_13839,2017,Australia,Human,,,AUS
485_17779,2004,Japan,Human,,,JPN
485_150,2009,USA,Human,Human,Human,USA
485_3824,2011,USA,Human,Human,Human,USA
485_5555,2013,Spain,Human,Human,Human,ESP
485_8277,2016,United Kingdom,Human,Human,Human,GBR
485_3963,2013,USA,Human,Human,Human,USA
485_157,2010,USA,Human,Human,Human,USA
485_13237,2017,Australia,Human,,,AUS
485_15602,2017,Australia,Human,,,AUS
485_446,2013,USA,Human,Human,Human,USA
485_14905,2017,Australia,Human,,,AUS
485_13488,2017,Australia,Human,,,AUS
485_8365,2014,United Kingdom,Human,Human,Human,GBR
485_13529,2017,Australia,Human,,,AUS
485_9321,2014,United Kingdom,Human,Human,Human,GBR
485_13956,2017,Australia,Human,,,AUS
485_9423,2013,United Kingdom,Human,Human,Human,GBR
485_15048,2017,Australia,Human,,,AUS
485_701,2000,Canada,Human,Human,Human,CAN
485_13549,2017,Australia,Human,,,AUS
485_234,2009,USA,Human,Human,Human,USA
485_14785,2017,Australia,Human,,,AUS
485_13487,2017,Australia,Human,,,AUS
485_4103,2013,USA,Human,Human,Human,USA
485_847,2012,Canada,Human,Human,Human,CAN
485_4139,2013,USA,Human,Human,Human,USA
485_16860,2017,Australia,Human,,,AUS
485_5325,2013,Iceland,Human,Human,Human,ISL
485_9697,2012,Australia,Human,Human,Human,AUS
485_13386,2017,Australia,Human,,,AUS
485_5161,2013,Denmark,Human,Human,Human,DNK
485_8974,2014,United Kingdom,Human,Human,Human,GBR
485_9437,2014,United Kingdom,Human,Human,Human,GBR
485_8342,2016,United Kingdom,Human,Human,Human,GBR
485_14366,2017,Australia,Human,,,AUS
485_15589,2017,Australia,Human,,,AUS
485_13431,2017,Australia,Human,,,AUS
485_9332,2015,United Kingdom,Human,Human,Human,GBR
485_3775,2013,USA,Human,Human,Human,USA
485_3678,2012,USA,Human,Human,Human,USA
485_13064,2017,Australia,Human,,,AUS
485_4808,2015,Japan,Human,Human,Human,JPN
485_4038,2012,USA,Human,Human,Human,USA
485_9701,2011,Australia,Human,Human,Human,AUS
485_12970,2017,Australia,Human,,,AUS
485_17609,2017,Australia,Human,,,AUS
485_9150,2015,United Kingdom,Human,Human,Human,GBR
485_4048,2012,USA,Human,Human,Human,USA
485_13367,2017,Australia,Human,,,AUS
485_16928,2017,Australia,Human,,,AUS
485_5039,2013,Netherlands,Human,Human,Human,NLD
485_13244,2017,Australia,Human,,,AUS
485_14281,2017,Australia,Human,,,AUS
485_13736,2017,Australia,Human,,,AUS
485_117,2010,USA,Human,Human,Human,USA
485_8883,2013,United Kingdom,Human,Human,Human,GBR
485_9064,2014,United Kingdom,Human,Human,Human,GBR
485_4267,2012,USA,Human,Human,Human,USA
485_13298,2017,Australia,Human,,,AUS
485_9402,2015,United Kingdom,Human,Human,Human,GBR
485_13081,2017,Australia,Human,,,AUS
485_7729,2015,New Zealand,Human,Human,Human,NZL
485_5306,2013,United Kingdom,Human,Human,Human,GBR
485_348,2007,Canada,Human,Human,Human,CAN
485_554,2010,Canada,Human,Human,Human,CAN
485_14794,2017,Australia,Human,,,AUS
485_4136,2013,USA,Human,Human,Human,USA
485_7093,2015,New Zealand,Human,Human,Human,NZL
485_13292,2017,Australia,Human,,,AUS
485_8843,2015,United Kingdom,Human,Human,Human,GBR
485_14892,2017,Australia,Human,,,AUS
485_166,2010,USA,Human,Human,Human,USA
485_16751,2017,Australia,Human,,,AUS
485_12880,2017,Australia,Human,,,AUS
485_12978,2017,Australia,Human,,,AUS
485_15432,2013,USA,Human,,,USA
485_6841,2015,New Zealand,Human,Human,Human,NZL
485_4943,2015,Japan,Human,Human,Human,JPN
485_17866,2008,Bulgaria,Human,,,BGR
485_13070,2017,Australia,Human,,,AUS
485_13076,2017,Australia,Human,,,AUS
485_189,2010,USA,Human,Human,Human,USA
485_5191,2013,Sweden,Human,Human,Human,SWE
485_8713,2014,United Kingdom,Human,Human,Human,GBR
485_4284,2012,USA,Human,Human,Human,USA
485_8530,2013,United Kingdom,Human,Human,Human,GBR
485_17876,2004,Russian Federation,Human,,,RUS
485_5096,2013,Greece,Human,Human,Human,GRC
485_8286,2016,United Kingdom,Human,Human,Human,GBR
485_3635,2014,USA,Human,Human,Human,USA
485_61,2009,USA,Human,Human,Human,USA
485_3768,2013,USA,Human,Human,Human,USA
485_255,2009,USA,Human,Human,Human,USA
485_14358,2017,Australia,Human,,,AUS
485_13026,2017,Australia,Human,,,AUS
485_4101,2013,USA,Human,Human,Human,USA
485_5054,2013,Belgium,Human,Human,Human,BEL
485_3675,2012,USA,Human,Human,Human,USA
485_13654,2017,Australia,Human,,,AUS
485_13676,2017,Australia,Human,,,AUS
485_9296,2016,United Kingdom,Human,Human,Human,GBR
485_17790,2005,Japan,Human,,,JPN
